stream_id,@timestamp,event.kind,event.category,event.type,event.action,event.outcome,event.module,event.dataset,event.duration,security.severity,rule.id,rule.name,service.name,trace.id,span.id,user.id,user.name,log.level,error.class,error.message,message,extras
1787624898585-0,2026-08-25T02:28:18.584386598Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,c3d288bfee764243838fbb3752d00675,40a895845e1b44a9,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624894911-0,2026-08-25T02:28:14.910478467Z,,api,access,GET /home/fluxo,success,,,25000000,,,,code-with-quarkus-pride,093d0200a1734025b2790f3c718da69c,de2ca625b25144c7,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624894904-0,2026-08-25T02:28:14.899542464Z,,api,access,GET /home/kpis,success,,,13000000,,,,code-with-quarkus-pride,ad4442c06fcd4458be29772f6c82b51f,ef9aaa4467d44e9e,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624883581-0,2026-08-25T02:28:03.579208275Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,1357b485dfc3428198f03b678fa9cda7,d6dda6263b5b482e,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624868589-0,2026-08-25T02:27:48.587802903Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,515d16e718954461916643731c50fb9f,36e62806cc554c54,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624864914-1,2026-08-25T02:27:44.911583912Z,,api,access,GET /home/kpis,success,,,17000000,,,,code-with-quarkus-pride,87424dbd151540b888477b3611b1f153,41d8cf4d1dea4f67,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624864914-0,2026-08-25T02:27:44.911319589Z,,api,access,GET /home/fluxo,success,,,33000000,,,,code-with-quarkus-pride,d539f080396b4a37b51bd75cac182627,ab417980b20148a4,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624853574-0,2026-08-25T02:27:33.573184994Z,,api,access,GET /home/situacao,success,,,1000000,,,,code-with-quarkus-pride,53dd5b890b6a4934871eb29e67f56f91,c4f0ad2656214b88,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624838583-0,2026-08-25T02:27:18.582867178Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,e8ae1ae9944f4e39a42bb800fdab53bb,175b633d1eeb46e0,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624834924-0,2026-08-25T02:27:14.921837619Z,,api,access,GET /home/fluxo,success,,,38000000,,,,code-with-quarkus-pride,2caa1a8129074ee5a8e0935f060eb420,1e446469f7ae47c7,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624834909-0,2026-08-25T02:27:14.906723433Z,,api,access,GET /home/kpis,success,,,23000000,,,,code-with-quarkus-pride,b2b2caa7a1f3473a99efa0c660e6a60f,4374d3045257462a,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624823585-0,2026-08-25T02:27:03.582352019Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,afb1bf7b4b204026bb4b40e0d18f7f28,dc2056c3f3e24ebe,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624808558-0,2026-08-25T02:26:48.557653956Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,50ffb593bab9499f8dcdd32263f62f20,2d8eaa8d33014577,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624804907-0,2026-08-25T02:26:44.906883394Z,,api,access,GET /home/fluxo,success,,,26000000,,,,code-with-quarkus-pride,8182219a78bf4bcd8971b792e54e804d,f90776a823fb46cd,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624804883-0,2026-08-25T02:26:44.880359768Z,,api,access,GET /home/kpis,success,,,7000000,,,,code-with-quarkus-pride,77ce8bd7092442ce9bf12dd611791e1c,c8b110de2e5f4893,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624793558-0,2026-08-25T02:26:33.556573548Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,dd541a54945f4c14868733f6cc81847d,44f49f095ced4305,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624778567-0,2026-08-25T02:26:18.564163561Z,,api,access,GET /home/situacao,success,,,1000000,,,,code-with-quarkus-pride,d54cf6193d0546f4b1b2be69f879fe1c,20808ec368ec4f78,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624774939-0,2026-08-25T02:26:14.937427241Z,,api,access,GET /home/fluxo,success,,,22000000,,,,code-with-quarkus-pride,2781ead1f2d34ac58e6f2bf9a9df0e79,8d05649b8f5942ce,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624774891-0,2026-08-25T02:26:14.890022249Z,,api,access,GET /home/kpis,success,,,17000000,,,,code-with-quarkus-pride,f363a3b5d8d84cd48c4c0d92b772d449,49710483e40643ff,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624763571-0,2026-08-25T02:26:03.569740508Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,488feaf6029c463b92f1316b05de099b,da7b2cacaf064aaa,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624748554-0,2026-08-25T02:25:48.553331017Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,59e7044752b74912bf5c9dbee08b4a3e,1c98320923b04a8f,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624744899-0,2026-08-25T02:25:44.898566164Z,,api,access,GET /home/kpis,success,,,18000000,,,,code-with-quarkus-pride,0582240a99044e1ea521c906c824f8d0,e131e8cb24e6466d,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624744894-0,2026-08-25T02:25:44.893254153Z,,api,access,GET /home/fluxo,success,,,22000000,,,,code-with-quarkus-pride,60457e77a75c4833ab5978620202cf33,02a98c1592764e90,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624733576-0,2026-08-25T02:25:33.575439356Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,254b761abf144d99b45ca058dfb3b437,8175e70fd57b49cd,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624718554-0,2026-08-25T02:25:18.551737519Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,c0073a4be0e8497baadf801576da2989,f40315c86cd948aa,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624714903-0,2026-08-25T02:25:14.903072008Z,,api,access,GET /home/kpis,success,,,19000000,,,,code-with-quarkus-pride,025412c19cbf4d71898771f51d6c5093,69b75ae470434b40,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624714895-0,2026-08-25T02:25:14.892771029Z,,api,access,GET /home/fluxo,success,,,20000000,,,,code-with-quarkus-pride,8072ee3f90f04d3b8ce029850c6dfb42,c3ee78fac46649c3,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624703567-0,2026-08-25T02:25:03.557810920Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,1848331ec1904b7ba8fe60ff21185c76,ccc81a326c4b48a1,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624688554-0,2026-08-25T02:24:48.553076230Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,353bfb5d5cfe45a0b39c9717dda28793,18a0a99876494a4e,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624684927-0,2026-08-25T02:24:44.925162719Z,,api,access,GET /home/fluxo,success,,,33000000,,,,code-with-quarkus-pride,ad3463ebc7564db0b53481bb64da41d0,9958b30fd7854410,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624684900-0,2026-08-25T02:24:44.895413015Z,,api,access,GET /home/kpis,success,,,26000000,,,,code-with-quarkus-pride,2994689c43004b37bdd47d6a9afa12a5,e9f803637b294956,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624673558-0,2026-08-25T02:24:33.555368353Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,41adb920bdcd4a159b63db65877b2ebb,3d3cfbfb871c412d,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624658566-0,2026-08-25T02:24:18.565393890Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,9539d2e1326e4339b20b52483d2b1a69,d4fa4473c3eb4840,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624654897-0,2026-08-25T02:24:14.896799200Z,,api,access,GET /home/fluxo,success,,,29000000,,,,code-with-quarkus-pride,21161f49124c447b81351e4232b680eb,5d6397fb141f435f,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624654896-0,2026-08-25T02:24:14.895618094Z,,api,access,GET /home/kpis,success,,,19000000,,,,code-with-quarkus-pride,11d54de724084e898628b94234fa8b53,a5909f5d296b4d16,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624643564-0,2026-08-25T02:24:03.561859399Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,b61bf6fe9d7a427387394f60107a2ab9,1990aabeeaac4f00,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624628554-0,2026-08-25T02:23:48.552379404Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,5243bc7315c14ca0a512430714707383,b1890bc05d36498e,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624624887-0,2026-08-25T02:23:44.887183285Z,,api,access,GET /home/fluxo,success,,,15000000,,,,code-with-quarkus-pride,a02258582f3f4037ab9c3540e2394595,7c2302f73a3e4580,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624624871-0,2026-08-25T02:23:44.869876878Z,,api,access,GET /home/kpis,success,,,7000000,,,,code-with-quarkus-pride,0eeeed125b5f4b5eace5368ab4c01eca,c8dea4d51fff44fa,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624613551-0,2026-08-25T02:23:33.550569615Z,,api,access,GET /home/situacao,success,,,1000000,,,,code-with-quarkus-pride,1a3868daada04098b4642a27d7f1450c,808fda09a0e64694,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624598549-0,2026-08-25T02:23:18.548484822Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,dd98e07705bd4b03af4752c00881bb9b,dbcd4fc6aecb440a,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624594895-0,2026-08-25T02:23:14.893995107Z,,api,access,GET /home/fluxo,success,,,26000000,,,,code-with-quarkus-pride,5b1249c161814655ad8c5a0843358c4c,6b36f39cc9da42f0,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624594881-0,2026-08-25T02:23:14.880256889Z,,api,access,GET /home/kpis,success,,,11000000,,,,code-with-quarkus-pride,98b5bd30c7e54de688d0a6deadb2ae0e,4d157a9379ef45fa,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624583554-0,2026-08-25T02:23:03.550707861Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,3cb1728b30c7484a8625d99ec3c8cc7b,fc781ba7e0a24288,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624568549-0,2026-08-25T02:22:48.548513484Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,046fcd7a4f494062a6c27a5b5ecaef74,9c276dcbde284a46,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624564898-0,2026-08-25T02:22:44.896251286Z,,api,access,GET /home/fluxo,success,,,19000000,,,,code-with-quarkus-pride,d5fadf122d8443fb8b904caac6744db1,2172f08dce5c4f79,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624564875-0,2026-08-25T02:22:44.874486742Z,,api,access,GET /home/kpis,success,,,8000000,,,,code-with-quarkus-pride,6485262175a64652af846f507a18a19e,dd4767275ae848c0,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624553551-0,2026-08-25T02:22:33.550125055Z,,api,access,GET /home/situacao,success,,,1000000,,,,code-with-quarkus-pride,54bcad8247a245e9932cdbd2984354d0,4b114463fc2346c5,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624538546-0,2026-08-25T02:22:18.545147418Z,,api,access,GET /home/situacao,success,,,1000000,,,,code-with-quarkus-pride,a598c3ee5316498ea4fe9ecb66e4f334,6f0b19f7f047485e,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624534894-0,2026-08-25T02:22:14.892590427Z,,api,access,GET /home/fluxo,success,,,29000000,,,,code-with-quarkus-pride,835ecc606f9a40708be82adc185436be,1fd739bd592b46e8,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624534890-0,2026-08-25T02:22:14.889973689Z,,api,access,GET /home/kpis,success,,,15000000,,,,code-with-quarkus-pride,4a7e31da3d5f43a98b2e6869d7b117e4,2833d631fb194a35,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624523540-0,2026-08-25T02:22:03.540125624Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,f9244ee095774958be792d354d824830,07529ddf373741e5,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624508544-0,2026-08-25T02:21:48.541077679Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,969b6cbeeff54f6c8fc3c7f3e8cfbff7,d7d85b50acac4ec9,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624504921-0,2026-08-25T02:21:44.919823090Z,,api,access,GET /home/fluxo,success,,,45000000,,,,code-with-quarkus-pride,f2a357c10d8d436186f951634d6c2ad3,f23b271b589f4866,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624504875-0,2026-08-25T02:21:44.873184235Z,,api,access,GET /home/kpis,success,,,8000000,,,,code-with-quarkus-pride,7dbdd8cd39454f41b878ce85df8c70d4,6c8dbf84f2024da7,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624493530-0,2026-08-25T02:21:33.527053997Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,856dd81556ca4ec581aa7430995357e3,35c3a63c66404060,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624478533-0,2026-08-25T02:21:18.530428559Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,1cb5d6d2e33946b7a8fc7080a118c736,dea5d4de5f6640f4,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624474895-0,2026-08-25T02:21:14.893206953Z,,api,access,GET /home/kpis,success,,,25000000,,,,code-with-quarkus-pride,0a08fc918f9e45ff8cf48f5efce4adb9,22dc65e00cd6448c,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624474894-0,2026-08-25T02:21:14.893067946Z,,api,access,GET /home/fluxo,success,,,33000000,,,,code-with-quarkus-pride,8653b4e2fd38441c81fe83842d290603,35926c9746f0481d,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624463529-0,2026-08-25T02:21:03.526738886Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,32971b0433d84392b86ab30f943cec26,9af3f7963257412a,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624448526-0,2026-08-25T02:20:48.524730386Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,51124ce86e2f47fcbe69f422175cc53f,4f6e47c0c4984fb7,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624444887-0,2026-08-25T02:20:44.886953808Z,,api,access,GET /home/kpis,success,,,17000000,,,,code-with-quarkus-pride,dbdf622841b441c38185bac61c2ba492,e1fb8924819a4942,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624444884-0,2026-08-25T02:20:44.875652987Z,,api,access,GET /home/fluxo,success,,,16000000,,,,code-with-quarkus-pride,3ea4a10c99434172a2632c5594c7ba85,d4bc1468d9a04dd7,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624433526-0,2026-08-25T02:20:33.525647577Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,365771a737a848689175f54da3dccde6,b55381ed5499425d,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624418523-0,2026-08-25T02:20:18.521974182Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,130b4052f9c64381ace0d78dfd32d665,60b7eb26c69f4c53,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624414923-0,2026-08-25T02:20:14.918628880Z,,api,access,GET /home/fluxo,success,,,35000000,,,,code-with-quarkus-pride,e57ae4289c714fcfbe500f8b44abdd5e,6b8c677d305946ad,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624414904-0,2026-08-25T02:20:14.902481626Z,,api,access,GET /home/kpis,success,,,19000000,,,,code-with-quarkus-pride,cad6a8a09afe499eb9a75f41441763e6,fc7869993c69494c,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624403527-0,2026-08-25T02:20:03.523539708Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,18a90712fbb547e0bf2e9d26423a0697,4c6e3a1817b447cb,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624388505-0,2026-08-25T02:19:48.503531398Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,0c38b2b2ac2e4ab2b9f79c642da04ea5,9dd61a2d171e4ae0,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624384928-0,2026-08-25T02:19:44.925157615Z,,api,access,GET /home/fluxo,success,,,68000000,,,,code-with-quarkus-pride,a0bee1903ad6484183bef7810706d356,63223f6763634c22,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624384904-0,2026-08-25T02:19:44.897856530Z,,api,access,GET /home/kpis,success,,,24000000,,,,code-with-quarkus-pride,887c7ed166514e5e844b3327899e7dfc,e3a4332a733149f1,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624373512-0,2026-08-25T02:19:33.510175061Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,08fd2a9be75f441cb2e89d987d53d15b,f4bd8331e8614f86,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624358506-0,2026-08-25T02:19:18.505341921Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,15668d04de0648dd99e8b5adffbe8951,fa753f4415504edb,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624354883-0,2026-08-25T02:19:14.882800117Z,,api,access,GET /home/kpis,success,,,22000000,,,,code-with-quarkus-pride,a4b0fca1894d4708842cc1777cdf6d67,2d0716c859f24d39,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624354880-0,2026-08-25T02:19:14.879527370Z,,api,access,GET /home/fluxo,success,,,28000000,,,,code-with-quarkus-pride,3d1193f428dc4202a5408f8ed16821a6,7beb65c822904654,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624343509-0,2026-08-25T02:19:03.506390970Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,c85a915f46c148dd888f7c5523757604,d4cc12eabbb64863,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624328502-0,2026-08-25T02:18:48.501587447Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,9dfd587fd96f4545818757058f61418d,9edee024b5ec47b1,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624324880-0,2026-08-25T02:18:44.878690032Z,,api,access,GET /home/kpis,success,,,16000000,,,,code-with-quarkus-pride,85f815700fc041b69b8d29ab43db0e4e,ae3bf478476a4a42,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624324876-0,2026-08-25T02:18:44.874870315Z,,api,access,GET /home/fluxo,success,,,22000000,,,,code-with-quarkus-pride,c71adee2f47a4aac9d37b8ca1a296273,350628f458944921,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624313495-0,2026-08-25T02:18:33.493967714Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,0e3cbe087cc3481087fead1e081e6ca6,822be80b872d4c0f,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624298494-0,2026-08-25T02:18:18.493820317Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,45fb25ba53da48afa4fd67a650a7f0b3,960431c5f37b4bdf,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624294888-0,2026-08-25T02:18:14.887842071Z,,api,access,GET /home/kpis,success,,,23000000,,,,code-with-quarkus-pride,8f13ccb1af714cc396723e894fee47cb,22dfa6a1d9fc42c1,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624294880-0,2026-08-25T02:18:14.879292600Z,,api,access,GET /home/fluxo,success,,,24000000,,,,code-with-quarkus-pride,ef8513ad824a40ebbedccf71203d2f5f,a002ab8370a64ea1,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624283502-0,2026-08-25T02:18:03.497670704Z,,api,access,GET /home/situacao,success,,,3000000,,,,code-with-quarkus-pride,03326bf790e2427b8ba2e7ad8450c8e8,b8e3d7d7bfff4b5e,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624268487-0,2026-08-25T02:17:48.486565774Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,3f506a6dd63b43f69281a2499efaff70,7267441111604313,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624264883-0,2026-08-25T02:17:44.882251840Z,,api,access,GET /home/fluxo,success,,,24000000,,,,code-with-quarkus-pride,1bac83a0f28442e2b533d2b1c138a380,615da555d173464e,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624264863-0,2026-08-25T02:17:44.861397196Z,,api,access,GET /home/kpis,success,,,11000000,,,,code-with-quarkus-pride,e82a388dea9e40bca1f30e618ef504aa,1be5fbb1ef5d471a,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624253479-0,2026-08-25T02:17:33.477926443Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,6ea3dad6af364b409d219525b4c77719,8b8589c90f3840c2,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624238468-0,2026-08-25T02:17:18.467524761Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,c95269a593a449d1affbb9f03d670e2a,1a0dded2193741df,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624234879-0,2026-08-25T02:17:14.879013487Z,,api,access,GET /home/fluxo,success,,,29000000,,,,code-with-quarkus-pride,df7f1a79b156492686018265791eda57,7ae7494817bc4cb3,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1787624234876-0,2026-08-25T02:17:14.875369885Z,,api,access,GET /home/kpis,success,,,13000000,,,,code-with-quarkus-pride,87fe9d5461e044e8893418bd098e5da1,78007964ca9c47fc,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1787624223473-0,2026-08-25T02:17:03.470261461Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,24d9049a29414ced9da59e67b1e89444,d1f26f318b804074,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624208471-0,2026-08-25T02:16:48.470053266Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,59e6a99f643e48d19afd6a2275ae0bdc,665d80dd27684882,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1787624204882-0,2026-08-25T02:16:44.881784581Z,,api,access,GET /home/kpis,success,,,22000000,,,,code-with-quarkus-pride,19feabed8ece4329b7738d817bea8472,bf9c674580df4089,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
